,bill_number,title,short_title​,sponsor_party​,introduced_date​,enacted​,vetoed​,cosponsors_count​,cosponsors_R,cosponsors_D,cosponsors_I,primary_subject​,summary_short​,actions_count​,votes_count
2919,HR436,To amend the Internal Revenue Code of 1986 to repeal the excise tax on medical devices.,Health Care Cost Reduction Act of 2012,R,2011-01-25,,,240,230,13,0,Taxation,Health Care Cost Reduction Act of 2012 - Amends the Internal Revenue Code to: (1) repeal the excise tax on medical devices; (2) repeal restrictions on payments from health savings accounts Archer medical savings accounts and health flexible spending and reimbursement arrangements to only prescription drugs or insulin (thus allowing distributions from such accounts for over-the-counter drugs); (3) allow amounts in a flexible spending arrangement (FSA) up to $500 that are not spent for medi...,19,2
2920,HR5882,Making appropriations for the Legislative Branch for the fiscal year ending September 30 2013 and for other purposes.,Legislative Branch Appropriations Act 2013,R,2012-06-01,,,0,0,0,0,Congress,Legislative Branch Appropriations Act 2013 - Title I: Legislative Branch - Makes appropriations to the Senate for FY2013 for: (1) expense allowances; (2) representation allowances for the Majority and Minority Leaders; (3) salaries of specified officers employees and committees (including the Committee on Appropriations); (4) agency contributions for employee benefits; (5) inquiries and investigations; (6) the U.S. Senate Caucus on International Narcotics Control; (7) the Offices of the Se...,32,7
2921,S684,A bill to provide for the conveyance of certain parcels of land to the town of Alta Utah.,,R,2011-03-30,,,0,0,0,0,Public lands and natural resources,(This measure has not been amended since it was reported to the Senate on August 30 2011. The summary of that version is repeated here.) Directs the Secretary of Agriculture (USDA) upon submission of a request by the town of Alta Utah within one year of enactment of this Act to convey to the town all interest of the United States in and to parcels of National Forest System land in the Wasatch-Cache National Forest in Salt Lake County Utah that are located in and adjacent to parcels of ...,26,1
2922,S404,A bill to modify a land grant patent issued by the Secretary of the Interior.,,D,2011-02-17,,,0,0,0,0,Public lands and natural resources,Instructs the Secretary of the Interior to modify a land grant patent issued to the Great Lakes Shipwreck Historical Society Chippewa County Michigan. Makes the modification made to the patent effective upon being recorded in the Office of the Register of Deeds of Chippewa County.,25,1
2923,HRES688,Providing for consideration of the bill (H.R. 2578) to amend the Wild and Scenic Rivers Act related to a segment of the Lower Merced River in California and for other purposes.,,R,2012-06-18,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 2578) to amend the Wild and Scenic Rivers Act related to a segment of the Lower Merced River in California.,8,2
2924,HR2578,To amend the Wild and Scenic Rivers Act related to a segment of the Lower Merced River in California and for other purposes.,Conservation and Economic Growth Act,R,2011-07-18,,,4,2,2,0,Public lands and natural resources,Conservation and Economic Growth Act - Title I: Lower Merced River - (Sec. 101) Amends the Wild and Scenic Rivers Act to decrease the length of a segment of the Lower Merced River in California designated as a wild and scenic river. Revises provisions concerning the water surface level of Lake McClure. Sets a new boundary at the boundary of the Federal Energy Regulatory Commission (FERC) Project No. 2179 as it existed on July 18 2011. Title II: Bonneville Unit Clean Hydropower Facilitation A...,36,5
2925,HR2938,To prohibit certain gaming activities on certain Indian lands in Arizona.,Gila Bend Indian Reservation Lands Replacement Clarification Act,R,2011-09-15,,,8,4,4,0,Native Americans,Gila Bend Indian Reservation Lands Replacement Clarification Act - Amends the Gila Bend Indian Reservation Lands Replacement Act to prohibit class II or III gaming activities on lands located north of latitude 33 degrees 4 minutes north that the Tohono O'odham Nation was authorized to purchase in Arizona in exchange for granting the federal government all right title and interest to the Gila Bend Indian Reservation. Prohibits this gaming restriction from having any effect on any decision a...,16,1
2926,HRES691,Providing for consideration of the bill (H.R. 4480) to provide for the development of a plan to increase oil and gas exploration development and production under oil and gas leases of Federal lands under the jurisdiction of the Secretary of Agriculture the Secretary of Energy the Secretary of the Interior and the Secretary of Defense in response to a drawdown of petroleum reserves from the Strategic Petroleum Reserve.,,R,2012-06-19,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 4480) to provide for the development of a plan to increase oil and gas exploration development and production under oil and gas leases of Federal lands under the jurisdiction of the Secretary of Agriculture the Secretary of Energy the Secretary of the Interior and the Secretary of Defense in response to a drawdown of petroleum reserves from the Strategic Petroleum Reserve.,8,2
2927,HR4480,To provide for the development of a plan to increase oil and gas exploration development and production under oil and gas leases of Federal lands under the jurisdiction of the Secretary of Agriculture the Secretary of Energy the Secretary of the Interior and the Secretary of Defense in response to a drawdown of petroleum reserves from the Strategic Petroleum Reserve.,Domestic Energy and Jobs Act,R,2012-04-24,,,21,21,0,0,Energy,Domestic Energy and Jobs Act - Title I: Increasing Domestic Oil and Gas Exploration Development and Production in Response to Strategic Petroleum Reserve Drawdowns - Strategic Energy Production Act of 2012 - (Sec. 102) Amends the Energy Policy and Conservation Act to direct the Secretary of Energy (DOE) to develop a plan to increase the percentage of federal lands leased for oil and gas exploration development and production under the jurisdiction of the Secretaries of Agriculture (USDA)...,84,19
2928,HRES697,Providing for consideration of the bill (H.R. 5973) making appropriations for Agriculture Rural Development Food and Drug Administration and Related Agencies programs for the fiscal year ending September 30 2013 and for other purposes; and providing for consideration of the bill (H.R. 5972) making appropriations for the Departments of Transportation and Housing and Urban Development and related agencies for the fiscal year ending September 30 2013 and for other purposes.,,R,2012-06-21,,,0,0,0,0,Congress,Sets forth the rule for consideration of the bill (H.R. 5973) making appropriations for Agriculture Rural Development Food and Drug Administration and Related Agencies programs for the fiscal year ending September 30 2013 and for other purposes; and providing for consideration of the bill (H.R. 5972) making appropriations for the Departments of Transportation and Housing and Urban Development and related agencies for the fiscal year ending September 30 2013.,8,2
